DBA Name,Address,Latitude,Longitude,Community,IS_REAL_GROCERY,geometry
Sweetdreams Cake Supplies Inc.,4059 W 47Th St Ste 4,41.8077320413866,-87.7259680261449,ARCHER HEIGHTS,False,POINT (-87.7259680261449 41.8077320413866)
Gladstone Food Mart,5789 N Milwaukee Ave,41.9869055244524,-87.7778227890803,JEFFERSON PARK,False,POINT (-87.7778227890803 41.9869055244524)
5 Stars Food & Tobacco Inc.,7753 S Cicero Ave,41.7512280587158,-87.7412873712541,ASHBURN,False,POINT (-87.7412873712541 41.7512280587158)
Fannie May,500 W Madison St,41.8819943382051,-87.6397586848809,NEAR WEST SIDE,False,POINT (-87.6397586848809 41.8819943382051)
Amish & Healthy Foods,1025 N Western Ave,41.900248201896,-87.6868122502084,WEST TOWN,False,POINT (-87.6868122502084 41.900248201896)
Cool Stuff,3733 N Clark St,41.9498494022262,-87.6584739643204,LAKE VIEW,False,POINT (-87.6584739643204 41.9498494022262)
East Lakeview Food & Liquor,3814 N Clark St,41.9514104557256,-87.6600687479383,LAKE VIEW,False,POINT (-87.6600687479383 41.9514104557256)
Gateway Newstand,10 S La Salle St,41.8816747568371,-87.6325041889582,LOOP,False,POINT (-87.6325041889582 41.8816747568371)
Dollar Tree # 00733,4118 N Cicero Ave,41.9558737131091,-87.7475222961243,PORTAGE PARK,False,POINT (-87.7475222961243 41.9558737131091)
Midwest Quality Meats Inc,3104 W 63Rd St,41.779114580963,-87.7009447270081,CHICAGO LAWN,False,POINT (-87.7009447270081 41.779114580963)
Advanced Petroleum,4701 S Western Blvd,41.8083731277443,-87.6837260047119,NEW CITY,False,POINT (-87.6837260047119 41.8083731277443)
"N & M Food Mart, Inc.",5914 W North Ave,41.9093903893869,-87.7733781769785,AUSTIN,False,POINT (-87.7733781769785 41.9093903893869)
Food Rocket,1639 N Milwaukee Ave,41.9112576352691,-87.6786005839994,WEST TOWN,False,POINT (-87.6786005839994 41.9112576352691)
Jordan First Mini Mart Inc,3608 W Chicago Ave,41.8955663543846,-87.7167426961578,HUMBOLDT PARK,False,POINT (-87.7167426961578 41.8955663543846)
Garden Gourmet Market,1130 N Ashland,41.9024759711108,-87.6676163046931,WEST TOWN,False,POINT (-87.6676163046931 41.9024759711108)
Mobil,8145 S Pulaski Rd,41.7444721654151,-87.7216021308244,ASHBURN,False,POINT (-87.7216021308244 41.7444721654151)
St Jude Store,1701 W 35Th St,41.830363618422,-87.6680119559705,MCKINLEY PARK,False,POINT (-87.6680119559705 41.830363618422)
M&Th Group Inc,3743 W Chicago Ave,41.8953115190468,-87.7204530735159,HUMBOLDT PARK,False,POINT (-87.7204530735159 41.8953115190468)
Smart Food Mart & Cellular,9249 S Halsted St,41.725487429172,-87.643173591284,WASHINGTON HEIGHTS,False,POINT (-87.643173591284 41.725487429172)
Mark Vend Company,600 W Chicago Ave,41.8965851911996,-87.642996181725,NEAR NORTH SIDE,False,POINT (-87.642996181725 41.8965851911996)
"Z T Dollar Exchange,Inc",2429 E 72Nd St,41.764339216775696,-87.5653706801239,SOUTH SHORE,False,POINT (-87.5653706801239 41.764339216775696)
"Food Ventures North America, Inc",100 S Halsted St,41.8804261978308,-87.6474668481154,NEAR WEST SIDE,False,POINT (-87.6474668481154 41.8804261978308)
Gobrands,1525 W Homer St,41.9175393324539,-87.6660159311876,LOGAN SQUARE,False,POINT (-87.6660159311876 41.9175393324539)
Wild Fork Foods,2340 W Belmont Ave,41.93957596433071,-87.6871600958555,NORTH CENTER,False,POINT (-87.6871600958555 41.93957596433071)
"Arw Foods, Inc.",3635 W Armitage Ave,41.9171553786955,-87.718210254122,LOGAN SQUARE,False,POINT (-87.718210254122 41.9171553786955)
Peterson Food Mart,2534 W Peterson Ave,41.990585214688,-87.6935345217774,WEST RIDGE,False,POINT (-87.6935345217774 41.990585214688)
7-Eleven,6001 N Western Ave,41.99059126448449,-87.6895282895967,WEST RIDGE,False,POINT (-87.6895282895967 41.99059126448449)
7- Eleven,4001 W 59Th St,41.7858256936219,-87.7230190711659,WEST LAWN,False,POINT (-87.7230190711659 41.7858256936219)
Fresh Street,6193 N Lincoln Ave,41.9944638521968,-87.7137701254945,NORTH PARK,False,POINT (-87.7137701254945 41.9944638521968)
Dylan'S Candybar,663 N Michigan Ave,41.8943223383642,-87.6240920985287,NEAR NORTH SIDE,False,POINT (-87.6240920985287 41.8943223383642)
Clarendon Food Mart Inc,4183-4187 N Clarendon Ave,41.95800480146809,-87.6496537355801,UPTOWN,False,POINT (-87.6496537355801 41.95800480146809)
Clarendon Food Wine Spirits,4183-4185 N Clarendon Ave,41.95800480146809,-87.6496537355801,UPTOWN,False,POINT (-87.6496537355801 41.95800480146809)
Mobil,5500 S Wells St,41.7941994854137,-87.6319254824924,ENGLEWOOD,False,POINT (-87.6319254824924 41.7941994854137)
Whole Foods Market,30 W Huron St,41.8949686732473,-87.6293991787284,NEAR NORTH SIDE,False,POINT (-87.6293991787284 41.8949686732473)
Urban Snack Mart,4612 W 59Th St,41.7857328076524,-87.7384383226858,CLEARING,False,POINT (-87.7384383226858 41.7857328076524)
Fuel Star,7601 S Jeffery Blvd,41.7569700964253,-87.5759544623306,SOUTH SHORE,False,POINT (-87.5759544623306 41.7569700964253)
Shell,45 N Western Ave,41.8825116243255,-87.686324433222,NEAR WEST SIDE,False,POINT (-87.686324433222 41.8825116243255)
"Ma Quick Mart, Inc.",1653 W 79Th St,41.7502169012417,-87.6655486526696,AUBURN GRESHAM,False,POINT (-87.6655486526696 41.7502169012417)
Original Baker'S Delight Carry,5841-5847 N Clark St,41.9883030455084,-87.6696674864018,EDGEWATER,False,POINT (-87.6696674864018 41.9883030455084)
7-Eleven #35750A,1658 N Milwaukee Ave,41.9114428702115,-87.6793344718473,WEST TOWN,False,POINT (-87.6793344718473 41.9114428702115)
Go Grocer,2255 N Milwaukee Ave,41.92191766437,-87.695516379056,LOGAN SQUARE,False,POINT (-87.695516379056 41.92191766437)
"R & C Food Mart, Inc.",4910 W Armitage Ave,41.9169911631198,-87.7499611497657,BELMONT CRAGIN,False,POINT (-87.7499611497657 41.9169911631198)
Gepperth'S Market Inc,1964 N Halsted St,41.9178045442638,-87.6486401127584,LINCOLN PARK,False,POINT (-87.6486401127584 41.9178045442638)
Bojorquez Grocery Corp.,3001 S Homan Ave,41.8388822309664,-87.7096094353966,SOUTH LAWNDALE,False,POINT (-87.7096094353966 41.8388822309664)
Snack Station,2002 S Wentworth,41.855281703774,-87.6319926422941,ARMOUR SQUARE,False,POINT (-87.6319926422941 41.855281703774)
J & A Convenient Store,1108 W Argyle St,41.9733772980193,-87.65815899053,UPTOWN,False,POINT (-87.65815899053 41.9733772980193)
A & G Liquors,6945 S State St,41.7678312792208,-87.6247659396963,GREATER GRAND CROSSING,False,POINT (-87.6247659396963 41.7678312792208)
D & S Mini Mart,6610 W North Ave,41.9091933829476,-87.7905014840963,AUSTIN,False,POINT (-87.7905014840963 41.9091933829476)
Arco,2746-2758 W Peterson Ave,41.9905556322176,-87.6988714909539,WEST RIDGE,False,POINT (-87.6988714909539 41.9905556322176)
Quick Stop Shop,3954 W Monroe St,41.8798740624997,-87.7253653180431,WEST GARFIELD PARK,False,POINT (-87.7253653180431 41.8798740624997)
"Aleteia, Inc.",2750 W Devon Ave,41.9976770766517,-87.6992489781624,WEST RIDGE,False,POINT (-87.6992489781624 41.9976770766517)
Shell,3501 S Damen Ave,41.8303005115906,-87.6751320207567,MCKINLEY PARK,False,POINT (-87.6751320207567 41.8303005115906)
Fruteria Favela,2959 W 59Th St,41.7862189633504,-87.6984066697215,CHICAGO LAWN,False,POINT (-87.6984066697215 41.7862189633504)
E2 Grocery,2869 W Dickens Ave,41.9194599879139,-87.6999847130826,LOGAN SQUARE,False,POINT (-87.6999847130826 41.9194599879139)
B & P 'S Sweets And Treats,4337 W Madison St,41.8805117171012,-87.7345146758085,WEST GARFIELD PARK,False,POINT (-87.7345146758085 41.8805117171012)
John Food Mart Plus,1934 W Chicago Ave,41.8960392099465,-87.6759804460472,WEST TOWN,False,POINT (-87.6759804460472 41.8960392099465)
Big Moe'S Food Mart Inc,3100 W 63Rd St,41.7791164063758,-87.7007649401563,CHICAGO LAWN,False,POINT (-87.7007649401563 41.7791164063758)
Justine Grocery Inc,1535 W 47Th St,41.8085090952356,-87.6638772581524,NEW CITY,False,POINT (-87.6638772581524 41.8085090952356)
Two Sons Stop & Shop,418 E 87Th St,41.73662514554609,-87.613676725678,CHATHAM,False,POINT (-87.613676725678 41.73662514554609)
Nelson Food & Liquor,3201 W 63Rd Pl,41.7779357616758,-87.7032243861182,CHICAGO LAWN,False,POINT (-87.7032243861182 41.7779357616758)
Ukraina Deli,2304 W Chicago Ave,41.8958902431681,-87.6846741333553,WEST TOWN,False,POINT (-87.6846741333553 41.8958902431681)
Grand Food Mart,200 W Grand Ave,41.8916961120632,-87.6341459050355,NEAR NORTH SIDE,False,POINT (-87.6341459050355 41.8916961120632)
Roux,7051 S Western Ave,41.765020527459,-87.6831041545193,CHICAGO LAWN,False,POINT (-87.6831041545193 41.765020527459)
Dollar General Store #20597,7443 S Racine Ave,41.7583560096966,-87.6537959528554,ENGLEWOOD,False,POINT (-87.6537959528554 41.7583560096966)
Jordan Discount,5254 W Madison St,41.8804549743052,-87.7572897653657,AUSTIN,False,POINT (-87.7572897653657 41.8804549743052)
Michigan Convenience Co,1619 S Michigan Ave,41.8596976261407,-87.6238278653359,NEAR SOUTH SIDE,False,POINT (-87.6238278653359 41.8596976261407)
Fata Food Mart,5217 W North Ave,41.9093861339859,-87.7562383103807,AUSTIN,False,POINT (-87.7562383103807 41.9093861339859)
Walgreens # 07359,3222 N Milwaukee Ave,41.9395354942682,-87.7248065406951,AVONDALE,False,POINT (-87.7248065406951 41.9395354942682)
Zona Tipica Llc,3348 W 25Th St,41.846376346421295,-87.7094815921204,SOUTH LAWNDALE,False,POINT (-87.7094815921204 41.846376346421295)
Hello Cherry Asian Grocery And Meats,2303 W Devon Ave,41.9976600225454,-87.6875878427511,WEST RIDGE,False,POINT (-87.6875878427511 41.9976600225454)
Miami 99 Cent Plus,3705-3713 W 16Th St,41.8588339683416,-87.7178671862998,NORTH LAWNDALE,False,POINT (-87.7178671862998 41.8588339683416)
Super Gift & Groceries,2305 1/2 W Devon Ave,41.9976584622423,-87.6876720421361,WEST RIDGE,False,POINT (-87.6876720421361 41.9976584622423)
Austin Food And Beverages Inc.,5215 W Chicago Ave,41.8948146992934,-87.7563021590168,AUSTIN,False,POINT (-87.7563021590168 41.8948146992934)
Christiana'S Heaven Inc,3335 W Chicago Ave,41.895406574694,-87.7103536806395,HUMBOLDT PARK,False,POINT (-87.7103536806395 41.895406574694)
Family Dollar,3411 W Addison St,41.9464515635135,-87.7131683047157,AVONDALE,False,POINT (-87.7131683047157 41.9464515635135)
Walgreens #194,4801 N Lincoln Ave,41.9686920332261,-87.6884593230721,LINCOLN SQUARE,False,POINT (-87.6884593230721 41.9686920332261)
Helen'S Grocery & Liquor,2300 W 21St St,41.8540047775837,-87.6833629225202,LOWER WEST SIDE,False,POINT (-87.6833629225202 41.8540047775837)
Am Moon Mart Inc,2516 E 79Th St,41.7518821886017,-87.5630790929544,SOUTH SHORE,False,POINT (-87.5630790929544 41.7518821886017)
Family Dollar #2465,811 W 103Rd St,41.7068024142042,-87.6433093267715,WASHINGTON HEIGHTS,False,POINT (-87.6433093267715 41.7068024142042)
Jimmy'S Mart,501 W 59Th St,41.7870406509681,-87.637720981653,ENGLEWOOD,False,POINT (-87.637720981653 41.7870406509681)
Family Dollar Store #6944,2610 W 71St St,41.7647185265928,-87.6886592318142,CHICAGO LAWN,False,POINT (-87.6886592318142 41.7647185265928)
"Fruteria Favela, Inc.",4801 S Wolcott Ave,41.8066250280921,-87.6720602763634,NEW CITY,False,POINT (-87.6720602763634 41.8066250280921)
Twins Food & Dollar Inc,2756 S Pulaski Rd,41.8407132457976,-87.7246008603512,SOUTH LAWNDALE,False,POINT (-87.7246008603512 41.8407132457976)
3 Smokin' Sisters,1729 E 71St St,41.7659058773077,-87.5825046171454,SOUTH SHORE,False,POINT (-87.5825046171454 41.7659058773077)
Andys Fruit Ranch,4733 N Kedzie Ave,41.967629159689,-87.7083036873008,ALBANY PARK,False,POINT (-87.7083036873008 41.967629159689)
Golden Pacific Market Llc,5353 N Broadway,41.979711817118,-87.6598133005845,EDGEWATER,False,POINT (-87.6598133005845 41.979711817118)
Save-A-Lot  #859,420 S Pulaski Rd,41.874537312209,-87.7255969016521,WEST GARFIELD PARK,False,POINT (-87.7255969016521 41.874537312209)
Buy Low Liquors,4301-4305 W North Ave,41.909676222517504,-87.7339238611247,HUMBOLDT PARK,False,POINT (-87.7339238611247 41.909676222517504)
Big Boy Food Market,255 W 95Th St,41.7215173442304,-87.6308915722665,ROSELAND,False,POINT (-87.6308915722665 41.7215173442304)
Dripinft Nutrition,4342 S Ashland Ave,41.814598009588,-87.6652681920184,NEW CITY,False,POINT (-87.6652681920184 41.814598009588)
Walgreens #21221,433 W Van Buren St,41.8766674323542,-87.6391776641143,NEAR WEST SIDE,False,POINT (-87.6391776641143 41.8766674323542)
"Deal Mart, Inc.",1937 W 47Th St,41.80840992740951,-87.6736984019228,NEW CITY,False,POINT (-87.6736984019228 41.80840992740951)
Snappy Convenience Center,3820 S Archer Ave,41.8241128537015,-87.6881350358712,BRIGHTON PARK,False,POINT (-87.6881350358712 41.8241128537015)
Gopuff,6437 N Avondale Ave,41.99790606073,-87.811537193184,EDISON PARK,False,POINT (-87.811537193184 41.99790606073)
Shell,8659 S State St,41.7363580134239,-87.6240150580868,CHATHAM,False,POINT (-87.6240150580868 41.7363580134239)
"Baba'S Food Mart, Inc.",6858 S Halsted St,41.7689262968446,-87.6446559970308,ENGLEWOOD,False,POINT (-87.6446559970308 41.7689262968446)
Buyk,3545-3551 W Armitage Ave,41.9171876289404,-87.7153767642993,LOGAN SQUARE,False,POINT (-87.7153767642993 41.9171876289404)
Divhal Petroleum Inc,735 W Division St,41.9035379266447,-87.647423583714,NEAR NORTH SIDE,False,POINT (-87.647423583714 41.9035379266447)
Metro Market,400 E South Water St,41.8866335193982,-87.6174134204322,LOOP,False,POINT (-87.6174134204322 41.8866335193982)
Sheldon Liquors,11112 S Halsted St,41.6919240926713,-87.6425143763359,MORGAN PARK,False,POINT (-87.6425143763359 41.6919240926713)
Mj One Stop Shop,249 E 115Th St,41.6852846288262,-87.6160688305352,WEST PULLMAN,False,POINT (-87.6160688305352 41.6852846288262)
Cvs/Pharmacy #8740,2427 W Chicago Ave,41.895619952492,-87.6879583907491,WEST TOWN,False,POINT (-87.6879583907491 41.895619952492)
Pulaski Polish Deli & Bakery,7141-7145 W Addison St,41.945191110996895,-87.8049973028806,DUNNING,False,POINT (-87.8049973028806 41.945191110996895)
Am Moon Mart Inc.,5605 N Broadway,41.983830789181,-87.6599274889629,EDGEWATER,False,POINT (-87.6599274889629 41.983830789181)
"Colony Food & Liquor, Inc.",7555 S Racine Ave,41.7562028800473,-87.6537454403711,AUBURN GRESHAM,False,POINT (-87.6537454403711 41.7562028800473)
Alexandra Foods,3300 N Central Ave,41.940443982198,-87.7667126478611,PORTAGE PARK,False,POINT (-87.7667126478611 41.940443982198)
Red Star Liquors,2725-2727 N Milwaukee Ave,41.9307870897023,-87.7099875340209,LOGAN SQUARE,False,POINT (-87.7099875340209 41.9307870897023)
Circle S Mart Inc.,4757 W North Ave,41.9095179745807,-87.7459604441106,AUSTIN,False,POINT (-87.7459604441106 41.9095179745807)
Sheldon Liquors,413-421 E 103Rd St,41.70721441376529,-87.6131982410036,ROSELAND,False,POINT (-87.6131982410036 41.70721441376529)
Augusta Food,958 N Karlov Ave,41.8988860054042,-87.7287986009471,HUMBOLDT PARK,False,POINT (-87.7287986009471 41.8988860054042)
"Doordash Essentials, Llc",4455 N Elston Ave,41.9620617382161,-87.7311242902521,ALBANY PARK,False,POINT (-87.7311242902521 41.9620617382161)
Metro Max Grocery & Coffee Shop,5908 W Fullerton Ave,41.9239690048768,-87.7737142119656,BELMONT CRAGIN,False,POINT (-87.7737142119656 41.9239690048768)
Black Dollars Market,509 E 47Th St,41.8093211097746,-87.6134873825439,GRAND BOULEVARD,False,POINT (-87.6134873825439 41.8093211097746)
American Deli & Grocery Inc.,600 E 103Rd St,41.707500278012894,-87.6088226613322,ROSELAND,False,POINT (-87.6088226613322 41.707500278012894)
Evelyn'S Food Market,2857 N Ridgeway Ave,41.9335472376691,-87.7207528810621,AVONDALE,False,POINT (-87.7207528810621 41.9335472376691)
Joe'S Foods,4404 S Wood St,41.8138071760315,-87.6701122494648,NEW CITY,False,POINT (-87.6701122494648 41.8138071760315)
Foremost Liquors,4616 N Kedzie Ave,41.9652300025594,-87.7085208712856,ALBANY PARK,False,POINT (-87.7085208712856 41.9652300025594)
Citgo,4300-4312 S Wentworth Ave,41.8163945337285,-87.6313400897933,FULLER PARK,False,POINT (-87.6313400897933 41.8163945337285)
"Public Closeout, Co.",5941 W Division St,41.90190021710809,-87.7745427726986,AUSTIN,False,POINT (-87.7745427726986 41.90190021710809)
Supermercado Gonzalez,2158 W 21St Pl,41.8531307807533,-87.6806497818038,LOWER WEST SIDE,False,POINT (-87.6806497818038 41.8531307807533)
Hello Cherry Asian Grocery,6354 N Oakley Ave,41.997565216290305,-87.68758542129,WEST RIDGE,False,POINT (-87.68758542129 41.997565216290305)
Flores & Padilla Shop,4070 W 26Th St,41.8443245512027,-87.7274306525901,SOUTH LAWNDALE,False,POINT (-87.7274306525901 41.8443245512027)
Buyk,4838 S Cicero Ave,41.8046272553303,-87.7432282015702,GARFIELD RIDGE,False,POINT (-87.7432282015702 41.8046272553303)
Amoco,4629 S Cicero Ave,41.8085650186068,-87.7430257208945,GARFIELD RIDGE,False,POINT (-87.7430257208945 41.8085650186068)
Noura Food Inc.,215 E Garfield Blvd,41.7942948286815,-87.6201858324449,WASHINGTON PARK,False,POINT (-87.6201858324449 41.7942948286815)
Buyk,1956-1960 W Lawrence Ave,41.9688761450661,-87.6784041745759,LINCOLN SQUARE,False,POINT (-87.6784041745759 41.9688761450661)
Buyk,1860 N Milwaukee Ave,41.9151803503952,-87.6851052193086,LOGAN SQUARE,False,POINT (-87.6851052193086 41.9151803503952)
B.P.,7559 S State St,41.7565259774589,-87.6245785233886,GREATER GRAND CROSSING,False,POINT (-87.6245785233886 41.7565259774589)
Irving Park Lot Stores,4819 W Irving Park Rd,41.953294294101504,-87.7480791720516,PORTAGE PARK,False,POINT (-87.7480791720516 41.953294294101504)
Buyk,2121 N Clybourn Ave,41.9198996839678,-87.661805536366,LINCOLN PARK,False,POINT (-87.661805536366 41.9198996839678)
7 -  Eleven  #33526,3541 N Cicero Ave,41.9459050643765,-87.7469075157726,PORTAGE PARK,False,POINT (-87.7469075157726 41.9459050643765)
Buyk,2774 N Milwaukee Ave,41.9315274782105,-87.7116712244413,LOGAN SQUARE,False,POINT (-87.7116712244413 41.9315274782105)
Exxon,3202 W Cermak Rd,41.8518730578348,-87.7053867838598,SOUTH LAWNDALE,False,POINT (-87.7053867838598 41.8518730578348)
Pershing Center,243 W Pershing Rd,41.8235152032966,-87.6330750014602,FULLER PARK,False,POINT (-87.6330750014602 41.8235152032966)
Altavista Foods,3942 N Sheridan Rd,41.9540052943917,-87.6546786678622,LAKE VIEW,False,POINT (-87.6546786678622 41.9540052943917)
Quick Pick Food Mart,3580 N Milwaukee Ave,41.9457743125556,-87.7350458310554,IRVING PARK,False,POINT (-87.7350458310554 41.9457743125556)
Groceries Mi Cuba,5000 W Fulton St,41.8858071953307,-87.7504828505665,AUSTIN,False,POINT (-87.7504828505665 41.8858071953307)
Titi Food Mart Inc,2421 W 63Rd St,41.7791339147454,-87.6846167357691,CHICAGO LAWN,False,POINT (-87.6846167357691 41.7791339147454)
Dell Cove Spice Co.,4302 N Pulaski Rd,41.9592197920604,-87.7279249597053,IRVING PARK,False,POINT (-87.7279249597053 41.9592197920604)
Grocery Momax,10203 S Commercial Ave,41.70984922754,-87.5521675655667,SOUTH DEERING,False,POINT (-87.5521675655667 41.70984922754)
Vincent,1479 W Balmoral Ave,41.9797418637789,-87.6678845578492,EDGEWATER,False,POINT (-87.6678845578492 41.9797418637789)
"Martin'S Mini-Market, Corp",3801 N Cicero Ave,41.9498257570505,-87.7470580406395,PORTAGE PARK,False,POINT (-87.7470580406395 41.9498257570505)
Jude'S Food Mart Llc,4100 W 47Th St,41.8079499103963,-87.7260957235752,ARCHER HEIGHTS,False,POINT (-87.7260957235752 41.8079499103963)
Taza Mart,5356 N Lincoln Ave,41.979348645796,-87.6928302822955,LINCOLN SQUARE,False,POINT (-87.6928302822955 41.979348645796)
"Aaa Food Mart, Inc.",2700 W 25Th St,41.8465919632017,-87.6929376646007,SOUTH LAWNDALE,False,POINT (-87.6929376646007 41.8465919632017)
Aldi Foods #91,3835 W Madison St,41.8806594114589,-87.7221936688572,WEST GARFIELD PARK,False,POINT (-87.7221936688572 41.8806594114589)
Friendly Food & Liquors,4262 N Milwaukee Ave,41.9585734276505,-87.7528706944063,PORTAGE PARK,False,POINT (-87.7528706944063 41.9585734276505)
Wing Lee Co,2246 S Wentworth Ave,41.8515439239467,-87.6321297298933,ARMOUR SQUARE,False,POINT (-87.6321297298933 41.8515439239467)
Rockwell Mini Mart,4634 N Rockwell St,41.9658649012662,-87.6938705582042,LINCOLN SQUARE,False,POINT (-87.6938705582042 41.9658649012662)
Family Dollar,500 E 79Th St,41.75126944222129,-87.6124443599571,GREATER GRAND CROSSING,False,POINT (-87.6124443599571 41.75126944222129)
"Lakeview Market Food, Wine & Spirits",1118 S Michigan Ave,41.868685425678,-87.624262266654,LOOP,False,POINT (-87.624262266654 41.868685425678)
Amazon Go,111 E Wacker Dr,41.8880794261046,-87.6240473697637,LOOP,False,POINT (-87.6240473697637 41.8880794261046)
Philly Corner,1000 N Cicero Ave,41.8987298306062,-87.7460387131541,AUSTIN,False,POINT (-87.7460387131541 41.8987298306062)
Rangoon Burma Grocery Store,6347 N Rockwell St,41.9972224520691,-87.6945993001697,WEST RIDGE,False,POINT (-87.6945993001697 41.9972224520691)
Citgo,9906 S Vincennes Ave,41.7138228240122,-87.6535702237826,WASHINGTON HEIGHTS,False,POINT (-87.6535702237826 41.7138228240122)
Mikeys Discount Dollar,10634 S Halsted St,41.700405992172,-87.6427775083289,WASHINGTON HEIGHTS,False,POINT (-87.6427775083289 41.700405992172)
Alpha Foods,1300 S Wabash Ave,41.8656758723776,-87.625943531346,NEAR SOUTH SIDE,False,POINT (-87.625943531346 41.8656758723776)
Shell,4647 S Pulaski Rd,41.8083165157564,-87.7234539583664,ARCHER HEIGHTS,False,POINT (-87.7234539583664 41.8083165157564)
Whatsgood,1712 N Halsted,41.9131862325512,-87.6484914107483,LINCOLN PARK,False,POINT (-87.6484914107483 41.9131862325512)
Isla Tropical,2335 N Cicero Ave,41.9234909575079,-87.7461323368238,BELMONT CRAGIN,False,POINT (-87.7461323368238 41.9234909575079)
Chicago Food Corporation,5825 N Tripp Ave,41.9864195796959,-87.7340373818792,NORTH PARK,False,POINT (-87.7340373818792 41.9864195796959)
"New Food Market, Inc.",5971 W Madison St,41.879978065343,-87.7745816701351,AUSTIN,False,POINT (-87.7745816701351 41.879978065343)
Mobile Gas,3940 W Washington Blvd,41.8819609333437,-87.7248580001338,WEST GARFIELD PARK,False,POINT (-87.7248580001338 41.8819609333437)
"Szymanski Bros, Inc",6016 W Irving Park Rd,41.9531497373747,-87.7775174877275,PORTAGE PARK,False,POINT (-87.7775174877275 41.9531497373747)
Bjc Gas Stations Inc.,3953-3959 W Fullerton Ave,41.9243786635674,-87.7264521339447,LOGAN SQUARE,False,POINT (-87.7264521339447 41.9243786635674)
Walgreens #4986,4745 W Belmont Ave,41.9387247499836,-87.7462414814495,BELMONT CRAGIN,False,POINT (-87.7462414814495 41.9387247499836)
Mobil,1216-1236 N Halsted St,41.9039020132208,-87.6482552400894,NEAR NORTH SIDE,False,POINT (-87.6482552400894 41.9039020132208)
734 Fuel And Food Inc,734-742 W 111Th St,41.6924749747762,-87.6413134188421,ROSELAND,False,POINT (-87.6413134188421 41.6924749747762)
Dollar General Store #11565,2649 E 79Th St,41.7517139223867,-87.5594306143563,SOUTH CHICAGO,False,POINT (-87.5594306143563 41.7517139223867)
Kol Tuv Kosher Foods Inc,2938 W Devon Ave,41.9976012808456,-87.7036126719451,WEST RIDGE,False,POINT (-87.7036126719451 41.9976012808456)
7-Eleven #34724K,128 N La Salle St,41.8839704685412,-87.6325734401837,LOOP,False,POINT (-87.6325734401837 41.8839704685412)
Vincennes Food,400 W 79Th St,41.7508890686123,-87.6342991070326,GREATER GRAND CROSSING,False,POINT (-87.6342991070326 41.7508890686123)
Bp Amoco,3101 S Michigan Ave,41.8382513911452,-87.6232948105101,DOUGLAS,False,POINT (-87.6232948105101 41.8382513911452)
233 Market,233 N Michigan Ave,41.886567370886894,-87.6243846705971,LOOP,False,POINT (-87.6243846705971 41.886567370886894)
"Maya One Food & Spirits, Inc.",4138 N Milwaukee Ave,41.9561674682992,-87.7507882794648,PORTAGE PARK,False,POINT (-87.7507882794648 41.9561674682992)
Cottage Grove Convenient,712 E 87Th St,41.7367315481554,-87.6067170277138,CHATHAM,False,POINT (-87.6067170277138 41.7367315481554)
Lo Bby Newstand,100 W Randolph St,41.8845862671546,-87.631010445886,LOOP,False,POINT (-87.631010445886 41.8845862671546)
Dunajec Inc,5060 S Archer Ave,41.8012668867269,-87.7269192477888,ARCHER HEIGHTS,False,POINT (-87.7269192477888 41.8012668867269)
Walgreen #03948,5140 W Diversey Ave,41.9315206229623,-87.7556129920862,BELMONT CRAGIN,False,POINT (-87.7556129920862 41.9315206229623)
El Milagro,3048 W 26Th St,41.8446873273626,-87.7021029360244,SOUTH LAWNDALE,False,POINT (-87.7021029360244 41.8446873273626)
Broadway Liquors,3158 N Broadway,41.93937480738,-87.6445248689975,LAKE VIEW,False,POINT (-87.6445248689975 41.93937480738)
Lake Geneva One Inc,4039 W Madison St,41.8805972719203,-87.7272346062629,WEST GARFIELD PARK,False,POINT (-87.7272346062629 41.8805972719203)
Carniceria Y Fruteria,2959 W 40Th St,41.8207715298359,-87.6994068536533,BRIGHTON PARK,False,POINT (-87.6994068536533 41.8207715298359)
Dollar Tree #08840,4540 N Pulaski Rd,41.9637104875179,-87.7280516285161,ALBANY PARK,False,POINT (-87.7280516285161 41.9637104875179)
Rogers Park Shell,7138 N Sheridan Rd,42.0123565810384,-87.6633812952827,ROGERS PARK,False,POINT (-87.6633812952827 42.0123565810384)
Modern Food Mart,7001 N Sheridan Rd,42.0092697014784,-87.6619653186821,ROGERS PARK,False,POINT (-87.6619653186821 42.0092697014784)
Pilsen Tobacco & Convenience Store,1332-1334 W 18Th St,41.8580017461993,-87.6603217977845,LOWER WEST SIDE,False,POINT (-87.6603217977845 41.8580017461993)
M & J Liquor & Grocery,3654-3656 W Lawrence Ave,41.9684345798546,-87.7204810114258,ALBANY PARK,False,POINT (-87.7204810114258 41.9684345798546)
Walgreens #15350,834 W Armitage Ave,41.91826833671951,-87.6498732432319,LINCOLN PARK,False,POINT (-87.6498732432319 41.91826833671951)
71St Ashland - B P,7059 S Ashland Ave,41.7650042594317,-87.6636541132173,WEST ENGLEWOOD,False,POINT (-87.6636541132173 41.7650042594317)
Kwik Mart,5500 W Montrose Ave,41.9606195527225,-87.764903934707,PORTAGE PARK,False,POINT (-87.764903934707 41.9606195527225)
Lobsterboys,6620 W Dakin St,41.9517216446776,-87.7921192145901,DUNNING,False,POINT (-87.7921192145901 41.9517216446776)
