DBA Name,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES,Action,Notes,__source_csv
Am-Pm Food Mart&Cellular,1924 E 87Th St,CHICAGO,IL,60617.0,2024-09-25,Out Of Business,,41.73714625394631,-87.57708099341,AMPM FOOD MARTCELLULAR,1924 E 87TH ST,True,False,False,POINT (-87.57708099341 41.73714625394631),44.0,AVALON PARK,34852737.7366,45.0,45.0,27630.822534,,,,,
One Eleven Food & Liquor Inc,111 N Kedzie Ave,CHICAGO,IL,60612.0,2024-09-25,Out Of Business,,41.8832349432295,-87.7060367001199,ONE ELEVEN FOOD LIQUOR INC,111 N KEDZIE AVE,True,False,False,POINT (-87.7060367001199 41.8832349432295),26.0,EAST GARFIELD PARK,53883220.8462,27.0,27.0,31514.6259565,,,,,
Citgo,10655 S Halsted St,CHICAGO,IL,60628.0,2024-09-25,Pass W/ Conditions,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH VALID CHICAGO FOOD SANITATION CERTIFICATE. INSTRUCTED MANAGER TO DESIGNATE PERSON IN CHARGE DURING ALL HOURS OF OPERATION. PRIORITY FOUNDATION | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CHICAGO FOOD SANITATION MANAGER ON SITE AND NO VALID CHICAGO FOOD SANITATION CERTIFICATE POSTED. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN. PRIORITY FOUNDATION 7-38-012 CITATION ISSUED",41.6998469283808,-87.6424673012532,CITGO,10655 S HALSTED ST,True,False,False,POINT (-87.6424673012532 41.6998469283808),48.0,ROSELAND,134313706.73,49.0,49.0,56632.7954292,,,,,
7 Eleven,2757 N Pine Grove Ave,CHICAGO,IL,60614.0,2024-09-25,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED GRIME AND DEBRIS ON FLOOR UNDERNEATH EQUIPMENT, SHELVES, AND IN REAR STORAGE AREA. INSTRUCTED TO CLEAN AND MAINTAIN.",41.9326487251165,-87.6411505682537,7 ELEVEN,2757 N PINE GROVE AVE,True,False,False,POINT (-87.6411505682537 41.9326487251165),6.0,LINCOLN PARK,88316400.4728,7.0,7.0,49478.4277714,,,,,
Hentry Citgo,8300 S Stony Island Ave,CHICAGO,IL,60617.0,2024-09-25,Pass,,41.744151639042,-87.5859450669529,HENTRY CITGO,8300 S STONY ISLAND AVE,True,False,False,POINT (-87.5859450669529 41.744151639042),44.0,AVALON PARK,34852737.7366,45.0,45.0,27630.822534,,,,,
Circle K,850 N State St,CHICAGO,IL,60610.0,2024-09-24,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED LARGE AMOUNTS OF CLUTTER IN REAR STORAGE AREA.  CRATES, SIGNAGE AND OTHER ITEMS.  INSTRUCTED TO REMOVE ANY UNNECESSRY ITEMS AND ORGANIZE AS A MEANS OF PREVENTING POSSIBLE HARBORING SPACES FOR PEST AND OR INSECTS.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED COFFEE AREA IN FRONT SERVICE AREA IN NEED OF CLEANING AS WELL AS THE FLOOR AREA IN THE REAR WHERE THE SODA IS STORED STICKY AND A BUILD UP OF DIRT AND SPILLAGE UNDER THE SHELVING AREAS.  INSTRUCTED TO CLEAN AND MAINTAIN ALL AREAS.",41.8981603691834,-87.6283871119414,CIRCLE K,850 N STATE ST,True,False,False,POINT (-87.6283871119414 41.8981603691834),7.0,NEAR NORTH SIDE,76675895.9728,8.0,8.0,57293.1649516,,,,,
Save A Lot,832 W 63Rd St,CHICAGO,IL,60621.0,2024-09-23,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: THE SOAP AND SANITIZER HOSES ON THE 3-COMPARTMENT SINK NEEDS TO BE CUT TO WHERE THE FILL LINE IS ON THE COMPARTMENTS. INSTRUCTED TO CUT THE HOSES AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CEILING AND VENTS IN THE REAR FOOD PREP AREAS WITH DIRT AND DUST BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: THE INTERIOR OF THE FLOOR DRAINS AND FLOORS IN THE CORNERS, UNDER/AROUND SINKS, HEAVY EQUIPMENT AND STORAGE RACKS IN THE STORAGE AND PREP AREAS WITH DIRT AND DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN THE FLOOR DRAINS AND FLOORS THROUGHOUT.",41.7798400024992,-87.6461307600008,SAVE A LOT,832 W 63RD ST,True,False,True,POINT (-87.6461307600008 41.7798400024992),67.0,ENGLEWOOD,85652323.0826,68.0,68.0,42316.8442973,,,,,
Tamara 1  Food Mart,3452 W Chicago Ave,CHICAGO,IL,60651.0,2024-09-23,Pass W/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO VERIFIABLE EMPLOYEE HEALTH POLICY ON SITE AT TIME OF INSPECTION. LEFT TEMPLATE AND INSTRUCTED TO MAINTAIN COPIES OF VERIFIABLE HEALTH POLICY SIGNED BY ALL EMPLOYEES ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-010. CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: OBSERVED NO KIT AND PROCEDURE ON SITE FOR RESPONDING TO VOMIT AND DIARRHEA AT TIME OF INSPECTION. INSTRUCTED TO MAINTAIN KIT CONTAINING ALL NECESSARY SUPPLIES INCLUDING A SANITIZER RATED AS EFFECTIVE AGAINST NOROVIRUS ON SITE AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-005. NO CITATION ISSUED.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOME WATER STAINED CEILING THROUGHOUT FACILITY. INSTRUCTED TO REPLACE AND MAINTAIN | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER CERTIFICATES ON SITE AT TIME OF INSPECTION. INSTRUCTED ALL EMPLOYEES MUST COMPLETE FOOD HANDLER TRAINING AND MAINTAIN RECORDS THEREOF ON SITE AT ALL TIMES.",41.8955964397716,-87.7135399789888,TAMARA 1 FOOD MART,3452 W CHICAGO AVE,True,False,False,POINT (-87.7135399789888 41.8955964397716),22.0,HUMBOLDT PARK,100480876.502,23.0,23.0,48583.0643299,,,,,
Super Mercado Barrera,2336 N Milwaukee Ave,CHICAGO,IL,60647.0,2024-09-23,Pass,,41.9235566759215,-87.6986467664773,SUPER MERCADO BARRERA,2336 N MILWAUKEE AVE,True,False,False,POINT (-87.6986467664773 41.9235566759215),21.0,LOGAN SQUARE,100057566.7,22.0,22.0,49213.4217488,,,,,
Yakup Bey Uri,4640-4642 N Kedzie Ave,CHICAGO,IL,60625.0,2024-09-20,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15--OBSERVED REAR EXIT DOOR WITH GAP OPENING APPROX:1/4"" AT BOTTOM OF DOOR.INSTRUCTED TO PEST PROOF SAID DOOR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11--OBSERVED WARPED,LOOSE FLOORING IN REAR DISHWASHING AREA.INSTRUCTED TO REPAIR SO THAT FLOOR IS SMOOTH,EASILY CLEANABLE SURFACES AND MAINTAIN.",41.9658473322182,-87.7085418868916,YAKUP BEY URI,46404642 N KEDZIE AVE,True,False,False,POINT (-87.7085418868916 41.9658473322182),13.0,ALBANY PARK,53542230.8191,14.0,14.0,39339.0164387,,,,,
Margarita'S Meat Market,2701 E 79Th St,CHICAGO,IL,60649.0,2024-09-19,Out Of Business,,41.7517203779526,-87.5589312928648,MARGARITAS MEAT MARKET,2701 E 79TH ST,True,False,False,POINT (-87.5589312928648 41.7517203779526),45.0,SOUTH CHICAGO,93272185.0092,46.0,46.0,52435.9794313,,,,,
Medo Foods,221 E 58Th St,CHICAGO,IL,60637.0,2024-09-19,Out Of Business,,41.7891739825126,-87.6198912924823,MEDO FOODS,221 E 58TH ST,True,False,False,POINT (-87.6198912924823 41.7891739825126),39.0,WASHINGTON PARK,42373881.4842,40.0,40.0,28175.3160866,,,,,
Tea Gschwender,1160 N State St,CHICAGO,IL,60610.0,2024-09-18,Pass,,41.9036251522623,-87.6288208959807,TEA GSCHWENDER,1160 N STATE ST,True,False,False,POINT (-87.6288208959807 41.9036251522623),7.0,NEAR NORTH SIDE,76675895.9728,8.0,8.0,57293.1649516,,,,,
Food For More Inc.,5126 W Division St,CHICAGO,IL,60651.0,2024-09-13,Out Of Business,,41.9023742455398,-87.7543440732528,FOOD FOR MORE INC,5126 W DIVISION ST,TRUE,False,False,POINT (-87.7543440732528 41.9023742455398),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,,,,
"Sam Food,Deli & Fast Food",6558 S Ashland Ave,CHICAGO,IL,60636.0,2024-09-13,Out Of Business,,41.7741010567902,-87.6642196704863,SAM FOODDELI FAST FOOD,6558 S ASHLAND AVE,True,False,False,POINT (-87.6642196704863 41.7741010567902),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
Family Dollar  Store # 6538,5660 W Roosevelt Rd,CHICAGO,IL,60644.0,2024-09-13,Pass,,41.865674118765,-87.7666993771603,FAMILY DOLLAR STORE 6538,5660 W ROOSEVELT RD,True,False,False,POINT (-87.7666993771603 41.865674118765),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,,,,
7-Eleven,957 W Armitage Ave,CHICAGO,IL,60614.0,2024-09-13,Pass,,41.917997567508,-87.6532193769583,7ELEVEN,957 W ARMITAGE AVE,True,False,False,POINT (-87.6532193769583 41.917997567508),6.0,LINCOLN PARK,88316400.4728,7.0,7.0,49478.4277714,,,,,
Sams Food & Deli,10658 S State St,CHICAGO,IL,60628.0,2024-09-12,Pass W/ Conditions,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WTIH VALID CHICAGO FOOD SANITATION CERTIFICATE. INSTRUCTED MANAGER TO DESIGNATE PERSON IN CHARGE DURING ALL HOURS OF OPERATION. PRIORITY FOUNDATION | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CHICAGO FOOD SANITATION MANAGER ON SITE WHEN TCS FOOD (ITALIAN BEEF 147.2F, GROUND BEEF 165.9F)) PREPARED AND SERVED. A CHICAGO FOOD SANITATION MANAGER MUST BE ON SITE AND VALID CERTIFICATE POSTED AT ALL TIMES TCS FOOD PREPARED AND SERVED. PRIORITY FOUNDATION 7-38-012 CITATION ISSUED | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNS AT HAND WASHING SINKS IN WASHROOM AND PREP AREA. INSTRUCTED MANAGER TO PROVIDE HAND WASHING SIGNS AT ALL HAND WASHING SINKS USED BY EMPLOYEES. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HOT OR COLD RUNNING WATER AT HAND WASHING SINK INSIDE WASHROOM. INSTRUCTED MANAGER TO PROVIDE AT LEAST 100F WATER AT HAND WASHING SINK. PRIORTY 7-38-030(C) CITATION ISSUED | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED MULIT-USE POT AND STRAINER STORED INSIDE WASHROOM. INSTRUCTED MANAGER TO REMOVE ALL MULTI-USE EQUIPMENT AND UTENSILS FROM WASHROOM. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED SOILED CARDBOARD TRAYS ON CHIP DISPLAY. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON INTERIOR AND EXTERIOR SURFACES OF COOKING EQUIPMENT, HOLDING UNITS, BULK CONTAINERS, SLICER, COOLERS, FREEZERS, PREP TABLES, SHELVING UNITS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED HAND WASHING SINK NOT SECURE TO WALL INSIDE WASHROOM. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED NO COVERED RECEPTACLE IN PREP AREA. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOOR UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, STORAGE, FRONT COUNTER, WASHROOM AND SALES AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.6999134699819,-87.6234615028566,SAMS FOOD DELI,10658 S STATE ST,True,False,True,POINT (-87.6234615028566 41.6999134699819),48.0,ROSELAND,134313706.73,49.0,49.0,56632.7954292,,,,,
1350 Lake Shore Dr. Commissary,1350 N Lake Shore Dr,CHICAGO,IL,60610.0,2024-09-10,Out Of Business,,41.9073601744412,-87.6258106615082,1350 LAKE SHORE DR COMMISSARY,1350 N LAKE SHORE DR,True,False,False,POINT (-87.6258106615082 41.9073601744412),7.0,NEAR NORTH SIDE,76675895.9728,8.0,8.0,57293.1649516,,,,,
Hooked On Fish,1036-1038 W Bryn Mawr Ave,CHICAGO,IL,60660.0,2024-09-10,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: ALL BULK FOODS NOT STORED IN THE ORIGINAL CONTAINERS MUST BE LABELED WITH THE PRODUCT COMMON NAME. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: MUST PROVIDE A SMOOTH CLEANABLE CEILING ABOVE THE BASEMENT FREEZERS AND NOT STORED UNDER WASTE WATER LINES OR MOVE TO AN AREA WITH SMOOTH CLEANABLE CEILING. | 40. PERSONAL CLEANLINESS - Comments: ALL FOOD PREPARERS MUST WEAR EFFECTIVE HAIT/HAIR RESTRAINT. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: CLEAN STORED MIXING BOWLS MUST BE STORED INVERTED. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: ALL STORED CHEMICALS IN THE UNUSED WASHROOM MUST BE ELEVATED FROM THE FLOORS. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: NO PROOF OF FOOD HANDLER TRAINING OR CERTIFICATES FOR ALL REQUIRED EMPLOYEES. MUST PROVIDE",41.983791990764,-87.6566817863192,HOOKED ON FISH,10361038 W BRYN MAWR AVE,True,False,True,POINT (-87.6566817863192 41.983791990764),76.0,EDGEWATER,48449990.8397,77.0,77.0,31004.8309456,,,,,
Margarita'S Meat Market,2709 E 79Th St,CHICAGO,IL,60649.0,2024-09-10,Out Of Business,,41.7517263635816,-87.5584679777662,MARGARITAS MEAT MARKET,2709 E 79TH ST,True,False,False,POINT (-87.5584679777662 41.7517263635816),45.0,SOUTH CHICAGO,93272185.0092,46.0,46.0,52435.9794313,,,,,
A.A.A. Food And Mini Mart,5300 W Harrison St,CHICAGO,IL,60644.0,2024-09-10,Pass,54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED OUTSIDE GREASE RECEPTACLE WITH GREASE BUILD-UP. INSTRUCTED TO CLEAN AND MAINTAIN.,41.8730236314266,-87.7575231749245,AAA FOOD AND MINI MART,5300 W HARRISON ST,True,False,False,POINT (-87.7575231749245 41.8730236314266),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,,,,
Clark,6112-6124 S Ashland Ave,CHICAGO,IL,60636.0,2024-09-06,Pass W/ Conditions,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: PIC DOESN'T HAVE A CERTIFIED FOOD MANAGERS CERTIFICATE MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION 7-38-012) | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON DUTY WHILE TCS FOODS ARE BEING PREPARED,HANDLED AND SERVED SUCH AS (ITALIAN BEEF, COOKED GROUND BEEF,CHEESE SAUCE) AT THIS TIME.MUST BE ON SITE AT ALL TIMES.(PRIORITY FOUNDATION 7-38-012)(CITATION ISSUED)",41.7826789546245,-87.6644451430336,CLARK,61126124 S ASHLAND AVE,True,False,True,POINT (-87.6644451430336 41.7826789546245),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
Challenge Wholesale,7128-7130 S Vincennes Ave,CHICAGO,IL,60621.0,2024-09-06,Out Of Business,,41.7645850955036,-87.6284877345731,CHALLENGE WHOLESALE,71287130 S VINCENNES AVE,True,False,False,POINT (-87.6284877345731 41.7645850955036),68.0,GREATER GRAND CROSSING,98853167.7093,69.0,69.0,54645.3302996,,,,,
Saginaw Food Mart Inc.,2635 E 79Th St,CHICAGO,IL,60649.0,2024-09-06,Out Of Business,,41.7517045089587,-87.5600356039313,SAGINAW FOOD MART INC,2635 E 79TH ST,True,False,False,POINT (-87.5600356039313 41.7517045089587),45.0,SOUTH CHICAGO,93272185.0092,46.0,46.0,52435.9794313,,,,,
The Fish Keg Inc,2233 W Howard St,CHICAGO,IL,60645.0,2024-09-06,Pass,,42.0193947423811,-87.68602049759,THE FISH KEG INC,2233 W HOWARD ST,True,False,False,POINT (-87.68602049759 42.0193947423811),1.0,WEST RIDGE,98429094.8621,2.0,2.0,43020.6894583,,,,,
7-Eleven #27100E,2741 W Touhy Ave,CHICAGO,IL,60645.0,2024-09-05,Pass,"52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: NO GREASE TRAP AT 3-COMPARTMENT SINK. MUST PROVIDE AND MAKE KNOWN A GREASE TRAP FOR 3-COMPARTMENT SINK. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOOR LITTERED IN OFFICE UNDER SHELVES AND ALONG CORNERS. MUST CLEAN FLOOR THROUGHOUT OFFICE AND MAINTAIN.",42.0119770258814,-87.6989872076418,7ELEVEN 27100E,2741 W TOUHY AVE,True,False,False,POINT (-87.6989872076418 42.0119770258814),1.0,WEST RIDGE,98429094.8621,2.0,2.0,43020.6894583,,,,,
Uptown Food,4661 N Broadway,CHICAGO,IL,60640.0,2024-09-04,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11  OBSERVED RUST ON THE WIRE STORAGE RACK INSIDE THE WALK-IN COOLER.INSTRUCTED TO REMOVE RUSTS AND REPAINT OR REPLACE THE SHELVES AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.17  OBSERVED PEELING PAINT DEBRIS ON SECTION OF CEILING DIRECTLY ABOVE THE JANITORS CLOSET LOCATED IN THE REAR STORAGE ROOM.MUST REPAIR SO THAT CEILING IS SMOOTH,EASILY CLEANABLE SURFACE AND MAINTAIN.",41.9669887759766,-87.6583251490448,UPTOWN FOOD,4661 N BROADWAY,True,False,False,POINT (-87.6583251490448 41.9669887759766),2.0,UPTOWN,65095642.7289,3.0,3.0,46972.7945549,,,,,
Citgo,8250-8258 S Western Ave,CHICAGO,IL,60620.0,2024-09-04,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED OUTSIDE REAR YARD WITH TALL WEEDS AND GRASS,CRATES AND CLUTTER IN REAR STORAGE AREA ,SERVICE COUNTER AND WHERE NEEDED.MUST REMOVE AND MAINTAIN AREA.",41.7431130402901,-87.6828297104044,CITGO,82508258 S WESTERN AVE,True,False,False,POINT (-87.6828297104044 41.7431130402901),69.0,ASHBURN,135460337.208,70.0,70.0,54818.1546317,,,,,
Adams Food Mart,6810 S Stony Island Ave,CHICAGO,IL,60649.0,2024-09-04,Pass,,41.771140704476096,-87.5864199092255,ADAMS FOOD MART,6810 S STONY ISLAND AVE,True,False,False,POINT (-87.5864199092255 41.771140704476096),42.0,SOUTH SHORE,81812716.3958,43.0,43.0,44249.6461173,,,,,
Family Dollar #6514,2420 W 51St St,CHICAGO,IL,60632.0,2024-09-03,Pass,,41.8012514037157,-87.6850355316107,FAMILY DOLLAR 6514,2420 W 51ST ST,True,False,False,POINT (-87.6850355316107 41.8012514037157),62.0,GAGE PARK,61284896.1132,63.0,63.0,32294.1959107,,,,,
Racine Food & General Merchandise,5500 S Racine Ave,CHICAGO,IL,60636.0,2024-09-03,No Entry,,41.7937276922538,-87.6550099828955,RACINE FOOD GENERAL MERCHANDISE,5500 S RACINE AVE,True,False,False,POINT (-87.6550099828955 41.7937276922538),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
Dh Tasting Room,854 W Armitage Ave,CHICAGO,IL,60614.0,2024-09-03,Out Of Business,,41.9182554862198,-87.6507124184099,DH TASTING ROOM,854 W ARMITAGE AVE,True,False,False,POINT (-87.6507124184099 41.9182554862198),6.0,LINCOLN PARK,88316400.4728,7.0,7.0,49478.4277714,,,,,
Skip'S Food And Liquor,5515 S Damen Ave,CHICAGO,IL,60636.0,2024-09-03,Pass,"43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED IN USE KNIVES STORED BETWEEN WALL AND PIPES IN THE MEAT PREP AREA. INSTRUCTED TO STORE IN USE UTENSILS ON A CLEAN, SANITIZED SURFACE IN BETWEEN USES AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DOOR OF REAR VEGETABLE WALK-IN COOLER TO BE IN POOR REPAIR WITH MISSING PANELS. INSTRUCTED TO REPAIR OR REPLACE WALK-IN COOLER DOOR AND MAINTAIN ALL EQUIPMENT IN GOOD REPAIR AND ADJUSTMENT. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DRYING MOPS STORED WITH MOP HEADS AGAINST FLOOR AND WALLS IN THE REAR AREA. INSTRUCTED TO RELOCATE MOPS SUCH THAT THEY DO NOT CONTAMINATE PHYSICAL FACILITIES WHILE DRYING AND MAINTAIN.",41.7930666308707,-87.6741214290078,SKIPS FOOD AND LIQUOR,5515 S DAMEN AVE,True,False,True,POINT (-87.6741214290078 41.7930666308707),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
Nelson'S Mini-Mart,608 E 61St St,CHICAGO,IL,60637.0,2024-08-30,Out Of Business,,41.784085932355,-87.610491102672,NELSONS MINIMART,608 E 61ST ST,True,False,False,POINT (-87.610491102672 41.784085932355),41.0,WOODLAWN,57815179.512,42.0,42.0,46936.9592443,,,,,
Marquette Marathon,2010 W Marquette Rd,CHICAGO,IL,60636.0,2024-08-30,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED GASKETS AT WALK-IN/DISPLAY COOLER DOORS TO BE IN POOR REPAIR. INSTRUCTED TO REPAIR OR REPLACE WALK-IN/DISPLAY COOLER DOOR GASKETS AND MAINTAIN ALL EQUIPMENT IN GOOD REPAIR AND PROPER ADJUSTMENT. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED REAR AREA HANDWASHING SINK WITH LARGE GAP BETWEEN REAR OF EQUIPMENT AND WALL WITHOUT ADEQUATE SEALING TO PROTECT FROM SPLASH (HANDWASHING SINK FUNCTIONAL). INSTRUCTED TO MAINTAIN ALL EQUIPMENT EXPOSED TO SPLASH OR SPILLAGE SEALED TO ADJOINING WALLS TO PROTECT AGAINST SPLASH AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED 3-COMPARTMENT SINK MISSING DRAIN PLUGS FOR 2 OF 3 BASINS. INSTRUCTED TO PROVIDE DRAIN PLUGS FOR ALL 3 BASINS OF 3-COMPARTMENT SINK AND MAINTAIN ON-SITE AND IN GOOD REPAIR AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP HEAD STORED DIRECTLY ON FLOOR WHILE DRYING IN THE REAR UTILITY SINK AREA. INSTRUCTED TO RELOCATE MOP AND STORE MOP HEADS SUCH THAT THEY DO NOT CONTAMINATE FLOORS, WALLS, OR OTHER PHYSICAL FACILITIES WHILE DRYING AND MAINTAIN.",41.7721809446803,-87.6741978345339,MARQUETTE MARATHON,2010 W MARQUETTE RD,True,False,False,POINT (-87.6741978345339 41.7721809446803),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
Fair Food Mart,133 E 69Th St,CHICAGO,IL,60637.0,2024-08-30,Out Of Business,,41.7691349409206,-87.6203705380251,FAIR FOOD MART,133 E 69TH ST,True,False,False,POINT (-87.6203705380251 41.7691349409206),68.0,GREATER GRAND CROSSING,98853167.7093,69.0,69.0,54645.3302996,,,,,
Thorntons #322,3450 S California Ave,CHICAGO,IL,60608.0,2024-08-29,Pass,,41.8304028226018,-87.6949524678679,THORNTONS 322,3450 S CALIFORNIA AVE,True,False,False,POINT (-87.6949524678679 41.8304028226018),57.0,BRIGHTON PARK,75892790.3114,58.0,58.0,36537.1343061,,,,,
E-Wood Pantry,1556 W 63Rd St,CHICAGO,IL,60636.0,2024-08-29,Out Of Business,,41.7795775437224,-87.6641710727199,EWOOD PANTRY,1556 W 63RD ST,True,False,False,POINT (-87.6641710727199 41.7795775437224),66.0,WEST ENGLEWOOD,87947691.9478,67.0,67.0,40195.2033069,,,,,
