DBA Name,ADDRESS_CLEAN,IS_JUNK_STORE,IS_REAL_GROCERY,HAS_PRODUCE_FLAG,Address,City,State,Zip,Inspection Date,Results,Violations,Latitude,Longitude,DBA_NAME_CLEAN,geometry,index_right,Community,shape_area,area_num_1,AreaNumber,shape_len,IS_REVIEWED_REAL,REVIEW_NOTES
Big Moe'S Cellular & Food,55395541 W CHICAGO AVE,FALSE,TRUE,TRUE,5539-5541 W Chicago Ave,CHICAGO,IL,60651.0,2023-12-05,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15: OBSERVED OPENING BETWEEN FRONT ENTRANCE DOUBLE DOORS FROM TOP TO BOTTOM. INSTRUCTED TO SEAL ALL OUTER OPENINGS TO PREVENT PEST ENTRANCE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19: OBSERVED BUCKETS OF SOAP STORED ON FLOOR IN RETAIL AREA AND SODA STORED ON FLOOR IN SODA CRATES IN RETAIL. INSTRUCTED TO PROVIDE ADEQUATE SHELVING TO ELEVATE ALL FOOD AND NONFOOD ITEMS AT LEAST SIX INCHES OFF OF FLOOR FOR EASE OF CLEANABILITY AND TO PREVENT AREAS FOR PEST HARBORAGE.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.11: OBSERVED BROKEN GLASS ON ONE DOOR OF FREEZER AND BROKEN GLASS ON TWO DOORS OF COLD HOLDING UNIT CLOSEST TO WESTSIDE. INSTRUCTED TO REPLACE GLASS IN DOORS OF FREEZER AND COLD HOLDING UNIT AND MAINTAIN.   | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-205.15: OBSERVED LEAKING FAUCET OF THREE COMPARTMENT SINK. INSTRUCTED TO REPAIR LEAKING FAUCET OF THREE COMPARTMENT SINK AND MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: 5-501.115: OBSERVED UNUSED EQUIPMENT AND SODA CRATES IN AREA NEAR DUMPSTER. INSTRUCTED TO REMOVE UNNECESSARY EQUIPMENT AND SODA CRATES AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12: OBSERVED SPLASHES ON WALL OF WASHROOM. INSTRUCTED TO CLEAN AND MAINTAIN. OBSERVED DUST IN ALL WINDOWSILLS IN FRONT RETAIL AREA. INSTRUCTED TO CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11: OBSERVED HOLES IN FLOOR AND CRACKED FLOOR TILES NEAR FRONT ENTRANCE AND BROKEN FLOOR TILES IN REAR IN FRONT OF REAR EXIT. INSTRUCTED TO SMOOTHLY REPAIR OR REPLACE FLOOR/FLOOR TILES FOR EASE OF CLEANABILITY. OBSERVED HOLE IN WALL IN WASHROOM ON NORTHSIDE. INSTRUCTED TO SMOOTHLY SEAL FOR EASE OF CLEANABILITY. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-501.14: OBSERVED DUST ON CEILING VENT COVER IN WASHROOM. INSTRUCTED TO CLEAN AND MAINTAIN.",41.8947472606308,-87.7652177024784,BIG MOES CELLULAR FOOD,POINT (-87.7652177024784 41.8947472606308),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Carlos Food,5261 W NORTH AVE,FALSE,TRUE,TRUE,5261 W North Ave,CHICAGO,IL,60639.0,2023-11-24,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO VISIBLE THERMOMETER IN THREE DOOR COLD HOLDING UNIT WHERE COLD TCS FOODS SUCH AS MILK, EGGS AND CHEESE ARE HELD. INSTRUCTED TO PROVIDE VISIBLE THERMOMETER FOR THREE DOOR COLD HOLDING UNIT USED TO HOLD COLD TCS FOODS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED BEVERAGES IN FRONT RETAIL AND REAR STORAGE ROOM STORED ON FLOOR IN SODA CRATES AND ON LARGE BLACK PALLETS. INSTRUCTED TO PROVIDE ADEQUATE SHELVING TO ELEVATE ALL FOOD AND NONFOOD ITEMS AT LEAST SIX INCHES OFF OF FLOOR FOR EASE OF CLEANABILITY AND TO PREVENT AREAS FOR PEST HARBORAGE.  OBSERVED SHELVING UNITS STORED ON FLOOR IN SMALL STORAGE ROOM WITH HOT WATER TANK. INSTRUCTED TO PROVIDE ADEQUATE SHELVING TO ELEVATE ALL FOOD AND NONFOOD ITEMS AT LEAST SIX INCHES OFF OF FLOOR FOR EASE OF CLEANABILITY AND TO PREVENT AREAS FOR PEST HARBORAGE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DAMAGED GASKETS ON TWO OF THREE DOORS OF COLD HOLDING UNIT CLOSEST TO WESTSIDE WALL.(TWO DOORS ARE ON THE LEFT). INSTRUCTED TO REPAIR AND MAINTAIN.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS ON INTERIOR BOTTOM SILVER SHELF/BASE OF TWO THREE DOOR COLD HOLDING UNITS IN FRONT RETAIL AREA. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED WATER LEAKING FROM DRAIN PIPE OF THREE COMPARTMENT SINK. INSTRUCTED TO REPAIR AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN WASHROOM. INSTRUCTED TO PROVIDE COVERED RECEPTACLE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DOG FECES IN REAR OF FACILITY IN BACKYARD LEADING FROM REAR EXIT DOOR  TO DUMPSTER IN ALLEY. INSTRUCTED TO REMOVE DOG FECES IN REAR OF FACILITY IN BACKYARD LEADING TO DUMPSTER.  OBSERVED DEBRIS AND DIRT ON FLOOR UNDERNEATH THREE COMPARTMENT SINK, BEHIND GREASETRAP AND IN CORNER AREA BETWEEN THREE COMPARTMENT SINK AND UTILITY SINK. INSTRUCTED TO CLEAN FLOOR  AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STAINED CEILING TILES IN REAR OF FACILITY IN AREAS SUCH AS IN FRONT OF DOOR LEADING TO REAR STORAGE ROOM AND ABOVE THREE DOOR COLD HOLDING UNIT NEXT TO HANDWSHING SINK. INSTRUCTED TO REPLACE ALL STAINED CEILING TILES THROUGHOUT FACILITY. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MOP DRYING IN BUCKET IN REAR OF FACILITY. INSTRUCTED TO INSTALL MOP DRYING RACK FOR PROPER DRAINAGE AND DRYING OF WET MOPS TO PREVENT PEST BREEDING.",41.9093643280925,-87.7579181823473,CARLOS FOOD,POINT (-87.7579181823473 41.9093643280925),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Green Palace Foods,336338 N LARAMIE AVE,FALSE,TRUE,FALSE,336-338 N Laramie Ave,CHICAGO,IL,60644.0,2023-11-17,Out Of Business,,41.8867629767228,-87.7554370997335,GREEN PALACE FOODS,POINT (-87.7554370997335 41.8867629767228),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
123 Food Market,310 N CENTRAL AVE,FALSE,TRUE,TRUE,310 N Central Ave,CHICAGO,IL,60644.0,2023-11-15,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNAGE AT HAND WASHING SINK IN WASHROOM. INSTRUCTED MANAGER TO PROVIDE.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DUST BUILD UP ON COMPRESSOR UNIT INSIDE COLD HOLDING UNIT. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:  OBSERVED NO COVERED RECEPTACLES INSIDE OF UNISEX TOILET ROOM. INSTRUCTED TO PROVIDE.  | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED WASHROOM DOOR NOT SELF-CLOSING. INSTRUCTED MANAGER TO REPAIR SELF-CLOSING DEVICE ON WASHROOM DOOR.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS ALONG WALLS AND CORNERS THROUGHOUT FACILITY. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.886084166391,-87.7652163636043,123 FOOD MARKET,POINT (-87.7652163636043 41.886084166391),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Gold Moor Food Market,4851 W CHICAGO AVE,FALSE,TRUE,FALSE,4851 W Chicago Ave,CHICAGO,IL,60651.0,2023-08-03,Pass W/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments:  OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE AS REQUIRED; MUST PROVIDE. INSTRUCTED THE PERSON IN CHARGE TO PROVIDE DOCUMENTATION OF EMPLOYEES RESPONSIBILITY TO REPORT ANY ILLNESS TRANSMISSIBLE THROUGH FOOD.PRIORITY FOUNDATION 7-38-010. NO CITATION  | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments:  OBSERVED NO HAND WASHING SIGNAGE AT HAND WASHING SINK IN WASHROOMS. INSTRUCTED MANAGER TO PROVIDE. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments:  UNABLE TO LOCATE OR MUST INSTALL A BACK FLOW PREVENTION DEVICE ON THE ICE MACHINE LOCATED ON THE 2ND FLOOR. INSTRUCTED TO LOCATE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS ALONG WALLS AND CORNERS THROUGHOUT THE FACILITY. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.8948782473801,-87.7478297856346,GOLD MOOR FOOD MARKET,POINT (-87.7478297856346 41.8948782473801),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Central General Merchadise,326 N CENTRAL AVE,TRUE,FALSE,TRUE,326 N Central Ave,CHICAGO,IL,60644.0,2023-06-09,Pass W/ Conditions,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON SITE WHILE POTENTIALLY HAZARDOUS FOODS (NACOS CHEESE, ICE CREAM) ARE BEING PREPARED AND SERVED. INSTRUCTED TO PROVIDE AND MAINTAIN A CITY OF CHICAGO CERTIFIED FOOD MANAGER ON THE PREMISES WHILE POTENTIALLY HAZARDOUS FOODS ARE BEING PREPARED AND OR SERVED. PRIORITY FOUNDATION VIOLATION 7-38-012. CITATION ISSUED | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN DRY STOREAGE AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT THE SALES FLOOR, BEHIND THE FRONT COUNTER, AND IN THE REAR STORAGE AREAS. MUST REMOVE AND PROVIDE SHELVING THAT IS 6"" OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 50. HOT & COLD WATER AVAILABLE; ADEQUATE PRESSURE - Comments: OBSERVED NO HOT WATER THROUGHOUT ESTABLISHMENT. FOUND IMPROPER HOT WATER TEMPERATURE AT HAND WASHING SINK IN FRONT AT 63.5F, HOT WATER TEMPERATURE AT 3-COMPARTMENT SINK FOUND AT 65.3F, HOT WATER TEMPERATURE AT HAND SINK IN BATHROOM FOUND AT 78.5F. INSTRUCTED MANAGER PROPER HOT WATER TEMPERATURE AT HAND WASHING SINKS MUST BE AT A MINIMUM OF 100.0F OR HIGHER THROUGH A MIXING VALVE OR COMBINATION FAUCET. HOT WATER TEMPERATURE AT 3-COMPARTMENT SINK MUST BE AT LEAST 110.0F TO PROPERLY WASH, RINSE AND SANITIZE UTENSILS AND EQUIPMENT.  PRIORITY VIOLATION. 7-38-030(C). CITATION ISSUED. HOT WATER BECAME AVAILABLE DURING INPECTION WHILE TYPING MY REPORT AT 2:25PM. HANDSINK HOT WATER GOT TO 100.3F. 3 COMPARTMENT HOT WATER GOT TO 110.1F AND WASHROOM GOT TO 101.2F | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NOTED EMPLOYEE WASHROOM ON PREMISE WITH GARBAGE RECEPTACLES AND NO LIDS. INSTRUCTED TO PROVIDE TRASH CANS WITH LIDS AT ALL WOMEN WASHROOMS AND UNISEX WASHROOMS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MISSING AND DAMAGED FLOOR TILES ON THE SALES FLOOR. INSTRUCTED TO REPAIR TO CREATE A SMOOTH AND EASILY CLEANABLE SURFACE. MUST MAINTAIN AT ALL TIMES.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS ALONG WALLS AND CORNERS THROUGHTOUT FACILITY. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.886554498523700,-87.7652343029137,CENTRAL GENERAL MERCHADISE,POINT (-87.7652343029137 41.886554498523694),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
365 Foodmart Corporation,5100 W MADISON ST,FALSE,TRUE,TRUE,5100 W Madison St,CHICAGO,IL,60644.0,2023-05-24,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNAGE AT HAND WASHING SINK IN PREP AREA. INSTRUCTED MANAGER TO PROVIDE.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO SINK STOPPER ON SITE AT TIME OF INSPECTION. INSTRUCTED TO PROVIDE ADEQUATE SINK STOPPERS TO FILL 3 COMPARTMENT SINK.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEAD NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING.",41.8805135777122,-87.752667883391,365 FOODMART CORPORATION,POINT (-87.752667883391 41.8805135777122),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Meme Grocery Store,5467 W CHICAGO AVE,FALSE,TRUE,FALSE,5467 W Chicago Ave,CHICAGO,IL,60651.0,2023-05-23,Out Of Business,,41.8947589999837,-87.7633222465025,MEME GROCERY STORE,POINT (-87.7633222465025 41.8947589999837),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Latizi,758 N CICERO AVE,TRUE,FALSE,FALSE,758 N Cicero Ave,CHICAGO,IL,60644.0,2023-04-10,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  NOTED SOME USE OF MILK CRATES FOR ELEVATION AT THE SALES FLOOR AREA, AND DRY STORAGE AREA. INSTRUCTED NOT TO USE MILK CRATES FOR ELEVATION TO PREVENT HIDING PLACES FOR PEST. MUST PROVIDE APPROPRIATE SHELVING FOR STORAGE. ALL FOOD ITEMS MUST ALSO BE STORED 6"" AWAY FROM THE WALL  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVE THE UTILITY PIPE BROKEN. INSTRUCTED MUST REPAIR OR REPLACE BROKEN PIPE AT MOP SINK | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments:  EMPLOYEE WASHROOM DOOR IS NOT SELF-CLOSING. INSTRUCTED TO PROVIDE SELF-CLOSING DEVICE.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOILED MOP HEADS NOT PROPERLY STORED. INSTRUCTED MANAGER TO HANG MOP HEADS TO PREVENT INSECT BREEDING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED UNUSED EQUIPMENT AND UNNECESSARY ARTICLES IN STORAGE AREA. INSTRUCTED MANAGER TO REMOVE ALL UNUSED, UNNECSSARY EQUIPMENT AND ARTICLES TO PREVENT PEST HARBORAGE.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DEBRIS ON FLOORS ALONG WALLS AND CORNERS IN SALES FLOOR, UTILITY AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.",41.894954146066,-87.7459526529804,LATIZI,POINT (-87.7459526529804 41.894954146066),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Cicero Corner Food,756 N CICERO AVE,TRUE,FALSE,FALSE,756 N Cicero Ave,CHICAGO,IL,60644.0,2023-04-03,Out Of Business,,41.8948883304266,-87.7459506671065,CICERO CORNER FOOD,POINT (-87.7459506671065 41.8948883304266),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Cicero Brothers,617 N CICERO AVE,FALSE,TRUE,TRUE,617 N Cicero Ave,CHICAGO,IL,60644.0,2023-02-24,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO AMBIENT AIR THERMOMETERS INSIDE THE REACH IN COOLERS. INSTRUCTED TO PROVIDE CONSPICUOUS AND EASILY READABLE THERMOMETERS INSIDE ALL REFRIGERATOR UNITS TO PROPERLY MONITOR THE AMBIENT AIR TEMPERATURE OF EQUIPMENT. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD ITEMS STORED ON FLOOR IN REAR DRY STORAGE AREA. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED DUCT TAPE AS A MEANS OF REPAIR IN THE BATHROOM. INSTRUCTED MUST NOT USE DUCT TAPE AS A MEANS OF REPAIR ON WALL BETWEEN HANDWASHING SINK IN BATHROOM. THE SURFACE MUST BE SMOOTH AND CLEANABLE | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SEVERAL BROKEN FLOOR TILES IN REAR AREA, AND IN THE BATHROOM. MUST FILL GAPS/ GROUT TO PREVENT DEBRIS AND LIQUID FROM ACCUMULATING IN THESE AREAS OF FLOORS. ALL FLOORS MUST BE SMOOTH, EVEN AND EASILY CLEANABLE. MUST MAINTAIN SAME.",41.8919204890199,-87.7455514714061,CICERO BROTHERS,POINT (-87.7455514714061 41.8919204890199),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Brooklyn Market,5431 W CHICAGO AVE,TRUE,FALSE,FALSE,5431 W Chicago Ave,CHICAGO,IL,60651.0,2023-01-30,Out Of Business,,41.8947694187659,-87.7619738929233,BROOKLYN MARKET,POINT (-87.7619738929233 41.8947694187659),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Wolf Butcher Inc.,5605 W CHICAGO AVE,TRUE,FALSE,FALSE,5605 W Chicago Ave,CHICAGO,IL,60651.0,2023-01-26,Pass,,41.8947398157205,-87.7656267368214,WOLF BUTCHER INC,POINT (-87.7656267368214 41.8947398157205),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Heaven Eleven,6016 W NORTH AVE,TRUE,FALSE,FALSE,6016 W North Ave,CHICAGO,IL,60639.0,2022-12-28,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: FOUND HEAVY ICE BUILD UP INSIDE THE BLUE BUNNY ICE CREAM FREEZER. MUST DEFROST, REMOVE ICE, CLEAN, AND MAINTAIN. OBSERVED THE SLUSHIE MACHINE (NOT IN USE) HEAVILY SOILED WITH STICKY RESIDUE COVERING THE EXTERIOR AND UNDERNEATH. MUST DETAIL CLEAN EQUIPMENT AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESSIVE CLUTTER AND UNNECESSARY ARTICLES (GARBAGE, DIRTY DISHES, ETC) STORED THROUGHOUT THE REAR STORAGE/CASHIER AREA ON SHELVING AND THE FLOORS. MUST REMOVE ALL ARTICLES UNNECESSARY TO THE OPERATION, DETAIL CLEAN AREA, AND ORGANIZE ALL REMAINING ARTICLES STORING THEM OFF THE FLOOR TO ENSURE ADEQUATE FACILITY CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND HEAVY DIRT BUILD UP ON THE FLOORS THROUGHOUT THE FACILITY. MUST DETAIL CLEAN FLOORS, ESPECIALLY NEAR WALL BASES AND UNDERNEATH SHELVING IN REAR CASHIER AREA, AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST REMOVE DUST BUILD UP FROM CEILING VENTS IN THE REAR STORAGE/CASHIER AREA AND MAINTAIN.",41.9093585013709,-87.7759865336275,HEAVEN ELEVEN,POINT (-87.7759865336275 41.9093585013709),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Save-A-Lot   #856,5555 W NORTH AVE,TRUE,FALSE,FALSE,5555 W North Ave,CHICAGO,IL,60639.0,2022-11-25,Out Of Business,,41.9092745667119,-87.7651877849615,SAVEALOT 856,POINT (-87.7651877849615 41.9092745667119),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
T Jay'S Snack Shop,5204 W HARRISON ST,FALSE,TRUE,TRUE,5204 W Harrison St,CHICAGO,IL,60644.0,2022-09-28,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED REAR EXIT DOOR SIDES OPEN EXPOSING OUTSIDE ALONG THE SIDES OF THE DOOR. INSTRUCTED TO SEAL ANY OPENINGS AS A MEANS OF PREVENTING POSSIBLE PEST AND OR INSECT ENTERING AND HARBORING.	 | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A/C UNIT DRIPPING INSIDE REAR EXIT DOOR AREA CAUSING STANDING WATER. INSTRUCTED TO ADJUST TO ALLOW WATER TO PROPERLY DRAIN OUTSIDE FOR SAFETY REASONS AND TO PREVENT STANDING WATER WHICH WILL POSSIBLY DRAW INSECTS. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO SELF CLOSING DEVICE ON TOILET ROOM DOOR. INSTRUCTED TO PROVIDE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN TOILET ROOM. INSTRUCTED TO PROVIDE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED CEILING TILE IN FRONT OF BEVERAGE COOLER IN NEED OF PROPER ADJUSTMENT OR REPLACEMENT. INSTRUCTED TO REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ABOUT 1/2 GAP UNDER THE DOOR LEADING TO THE BASEMENT. INSTRUCTED TO PROVIDE AND MAINATIN AS A MEANS OF PREVENTING POSSIBLE PEST AND OR INSECT ENTERING AND HARBORING.",41.8730523608288,-87.7550499371216,T JAYS SNACK SHOP,POINT (-87.7550499371216 41.8730523608288),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Falcon Fuel,12011211 N CENTRAL AVE,FALSE,TRUE,TRUE,1201-1211 N Central Ave,CHICAGO,IL,60651.0,2022-06-29,Pass,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RAW EXPOSED WOOD IN REAR BEVERAGE STORAGE AREA.  INSTRUCTED TO PAINT OR STAIN WOOD AS A MEANS OF MAKING EASY TO CLEAN AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS UNDER SHELVING UNITS THROUGHOUT THE FACILITY WITH A BUILD UP OF DIRT AND DEBRIS.  INSTRUCTED TO CLEAN AND MAINTAIN.",41.9021910503325,-87.7655076571398,FALCON FUEL,POINT (-87.7655076571398 41.9021910503325),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Jordan Discount,5254 W MADISON ST,TRUE,FALSE,FALSE,5254 W Madison St,CHICAGO,IL,60644.0,2022-03-29,No Entry,,41.8804549743052,-87.7572897653657,JORDAN DISCOUNT,POINT (-87.7572897653657 41.8804549743052),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,FALSE,
Circle S Mart Inc.,4757 W NORTH AVE,TRUE,FALSE,FALSE,4757 W North Ave,CHICAGO,IL,60639.0,2022-01-26,Out Of Business,,41.9095179745807,-87.7459604441106,CIRCLE S MART INC,POINT (-87.7459604441106 41.9095179745807),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
"Public Closeout, Co.",5941 W DIVISION ST,TRUE,FALSE,FALSE,5941 W Division St,CHICAGO,IL,60651.0,2022-01-10,Out Of Business,,41.90190021710810,-87.7745427726986,PUBLIC CLOSEOUT CO,POINT (-87.7745427726986 41.90190021710809),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
Philly Corner,1000 N CICERO AVE,TRUE,FALSE,FALSE,1000 N Cicero Ave,CHICAGO,IL,60651.0,2021-11-19,Out Of Business,,41.8987298306062,-87.7460387131541,PHILLY CORNER,POINT (-87.7460387131541 41.8987298306062),24.0,AUSTIN,199254203.427,25.0,25.0,75226.4749167,,
